FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
63,,1919,Lightning,1919-63,2225.8,linens,,2.00705E+13,19190715,digitised,JA70003000,,1960727,22258588.79,22591.8339,,
63,,1919,Person,1919-63,1878.3,linens,,2.00705E+13,19190721,digitised,JA70003000,,1960728,18783555.03,18530.2998,,
63,,1919,Person,1919-63,35.5,linens,,2.00705E+13,19190626,assumed_shape,JA70003000,,1960729,355321.5284,2122.9505,,
63a,,1919,Person,1919-63a,79.8,linens,,2.00705E+13,19190725,digitised,JA70003000,,1960730,798609.74,3498.9944,,
64,,1919,Person,1919-64,2519.8,linens,,2.00705E+13,19190816,digitised,JA70003000,,1960731,25198880.72,21394.8547,,
64,,1919,Person,1919-64,1846.5,linens,,2.00705E+13,19190721,digitised,JA70003000,,1960732,18465486.37,23782.3815,,
59a,,1919,Person,1919-59a,2145.7,linens,,2.00705E+13,19190718,digitised,JA70003000,,1960716,21457327.47,26028.6052,,
6,,1919,Person,Jun-19,40.8,linens,,2.00705E+13,19190528,digitised,JA70003000,,1960717,408538.8159,2731.6618,,
60,,1919,Person,1919-60,2914.5,linens,,2.00705E+13,19190721,digitised,JA70003000,,1960718,29145380.36,24428.7286,,
60,,1919,Lightning,1919-60,1903.6,linens,,2.00705E+13,19190715,digitised,JA70003000,,1960719,19036698.06,23431.7997,,
61,,1919,Lightning,1919-61,555.3,linens,,2.00705E+13,19190716,digitised,JA70003000,,1960720,5553010.047,11683.1479,,
62,,1919,Person,1919-62,1999.6,linens,,2.00705E+13,19190715,digitised,JA70003000,,1960721,19996458.73,20649.4133,,
62,,1919,Person,1919-62,1638.7,linens,,2.00705E+13,19190721,digitised,JA70003000,,1960722,16387751.3,17140.7285,,
62,,1919,Person,1919-62,92.6,linens,,2.00705E+13,19190716,assumed_shape,JA70003000,,1960723,926395.462,3862.3221,,
87,,1919,Person,1919-87,159.7,linens,,2.00705E+13,19190813,digitised,JA70003000,,1960769,1597809.157,8331.9765,,
88,,1919,Lightning,1919-88,171.7,linens,,2.00705E+13,19190815,digitised,JA70003000,,1960770,1717373.953,4813.4841,,
88,,1919,Lightning,1919-88,1264.2,linens,,2.00705E+13,19190811,digitised,JA70003000,,1960771,12642403.87,18150.0054,,
90,,1919,Person,1919-90,682,linens,,2.00705E+13,19190813,digitised,JA70003000,,1960772,6820588.547,13185.8461,,
90a,,1919,Lightning,1919-90a,517.8,linens,,2.00705E+13,19190725,digitised,JA70003000,,1960773,5178118.285,10035.8935,,
91,,1919,Person,1919-91,1061.1,linens,,2.00705E+13,19190819,digitised,JA70003000,,1960774,10611323.68,20358.9557,,
72,,1919,Person,1919-72,811.2,linens,,2.00705E+13,19190716,assumed_shape,JA70003000,,1960744,8112459.852,12123.0032,,
72,,1919,Person,1919-72,4544.6,linens,,2.00705E+13,19190715,digitised,JA70003000,,1960745,45446833.92,35767.6933,,
73,,1919,Lightning,1919-73,317.9,linens,,2.00705E+13,19190807,digitised,JA70003000,,1960746,3179401.46,6819.7409,,
73,,1919,Lightning,1919-73,525.9,linens,,2.00705E+13,19190727,digitised,JA70003000,,1960747,5259162.797,8729.07,,
74,,1919,Person,1919-74,46.2,linens,,2.00705E+13,19190822,digitised,JA70003000,,1960748,462886.2973,2468.1046,,
75,,1919,Lightning,1919-75,7.3,linens,,2.00705E+13,19190801,digitised,JA70003000,,1960749,73853.1583,1032.1117,,
76,,1919,Person,1919-76,758.1,linens,,2.00705E+13,19190721,digitised,JA70003000,,1960750,7581688.535,11517.2049,,
78,,1919,Person,1919-78,37.2,linens,,2.00705E+13,19190826,digitised,JA70003000,,1960751,372284.3738,2528.2696,,
79,,1919,Person,1919-79,315.5,linens,,2.00705E+13,19190822,digitised,JA70003000,,1960752,3155406.947,7239.4282,,
8,,1919,Person,Aug-19,16.6,linens,,2.00705E+13,19190521,digitised,JA70003000,,1960753,166703.4016,1846.1964,,
80,,1919,Lightning,1919-80,6199.8,linens,,2.00705E+13,19190711,assumed_shape,JA70003000,,1960754,61998673.64,35837.0796,,
81,,1919,Person,1919-81,66,linens,,2.00705E+13,19190817,digitised,JA70003000,,1960755,660275.8625,3122.0303,,
82,,1919,Person,1919-82,155.2,linens,,2.00705E+13,19190823,digitised,JA70003000,,1960756,1552728.733,5554.0187,,
82,,1919,Person,1919-82,103.8,linens,,2.00705E+13,19190714,assumed_shape,JA70003000,,1960757,1038821.703,4051.556,,
83,,1919,Person,1919-83,1686.8,linens,,2.00705E+13,19190815,digitised,JA70003000,,1960758,16868524.51,18401.8605,,
84,,1919,Person,1919-84,1659.2,linens,,2.00705E+13,19190719,digitised,JA70003000,,1960759,16592537.81,17085.9132,,
84,,1919,Lightning,1919-84,457.1,linens,,2.00705E+13,19190811,digitised,JA70003000,,1960760,4571541.079,8593.2533,,
84a,,1919,Person,1919-84a,29.3,linens,,2.00705E+13,19190724,digitised,JA70003000,,1960761,293202.0488,2301.6135,,
85,,1919,Person,1919-85,76.2,linens,,2.00705E+13,19190711,digitised,JA70003000,,1960762,762587.3633,3885.7282,,
85,,1919,Person,1919-85,82.8,linens,,2.00705E+13,19190915,digitised,JA70003000,,1960763,828516.8245,3609.7219,,
85,,1919,Person,1919-85,434.6,linens,,2.00705E+13,19190917,assumed_shape,JA70003000,,1960764,4346727.841,8029.972,,
86,,1919,Person,1919-86,71.6,linens,,2.00705E+13,19190722,digitised,JA70003000,,1960765,716508.4712,4020.6664,,
86,,1919,Person,1919-86,169,linens,,2.00705E+13,19190829,digitised,JA70003000,,1960766,1690799.881,5726.5918,,
86,,1919,Lightning,1919-86,124,linens,,2.00705E+13,19190724,digitised,JA70003000,,1960767,1240602.571,5458.487,,
87,,1919,Person,1919-87,73.4,linens,,2.00705E+13,19190828,digitised,JA70003000,,1960768,734699.2263,4062.9812,,
100,,1920,Lightning,1920-100,608.4,linens,,2.00705E+13,19200728,digitised,JA70003000,,1960789,6084264.158,18196.1938,,
100,,1920,Person,1920-100,0.4,linens,,2.00705E+13,19200723,digitised,JA70003000,,1960790,4953.2157,441.2823,,
100,,1920,Person,1920-100,43,linens,,2.00705E+13,19200723,digitised,JA70003000,,1960791,430074.9524,3407.7195,,
100,,1920,Lightning,1920-100,2596,linens,,2.00705E+13,19200729,assumed_shape,JA70003000,,1960792,25960620.04,24651.8343,,
101a,,1920,Person,1920-101a,63.6,linens,,2.00705E+13,19200823,digitised,JA70003000,,1960793,636206.8599,3491.5695,,
106,,1920,Person,1920-106,645.9,linens,,2.00705E+13,19200725,digitised,JA70003000,,1960802,6459367.684,11320.6391,,
106,,1920,Person,1920-106,71.2,linens,,2.00705E+13,19200903,digitised,JA70003000,,1960803,712676.3428,3770.5842,,
108,,1920,Lightning,1920-108,5484.6,linens,,2.00705E+13,19200729,digitised,JA70003000,,1960804,54846115.83,35272.9015,,
109,,1920,Person,1920-109,41.2,linens,,2.00705E+13,19200908,digitised,JA70003000,,1960805,412668.5621,2520.1937,,
109,,1920,Person,1920-109,83.6,linens,,2.00705E+13,19200730,digitised,JA70003000,,1960806,836480.4155,3784.6437,,
11,,1920,Person,Nov-20,62.7,linens,,2.00705E+13,19200618,digitised,JA70003000,,1960807,627563.5592,3252.1957,,
11,,1920,Lightning,Nov-20,164,linens,,2.00705E+13,19200510,digitised,JA70003000,,1960808,1640024.219,6646.9298,,
111,,1920,Lightning,1920-111,992.5,linens,,2.00705E+13,19200729,digitised,JA70003000,,1960809,9925417.443,13300.1429,,
112,,1920,Person,1920-112,40.4,linens,,2.00705E+13,19200804,digitised,JA70003000,,1960810,404200.8998,2976.1647,,
113,,1920,Lightning,1920-113,427.5,linens,,2.00705E+13,19200729,digitised,JA70003000,,1960811,4275221.483,9303.9527,,
115a,,1920,Person,1920-115a,42.1,linens,,2.00705E+13,19200703,digitised,JA70003000,,1960812,421480.306,2557.3199,,
102,,1920,Person,1920-102,180.5,linens,,2.00705E+13,19200822,digitised,JA70003000,,1960794,1805454.716,6093.908,,
102a,,1920,Person,1920-102a,45.6,linens,,2.00705E+13,19200706,assumed_shape,JA70003000,,1960795,456659.5691,3044.1438,,
103,,1920,Person,1920-103,135.5,linens,,2.00705E+13,19200626,assumed_shape,JA70003000,,1960796,1355810.072,5684.1479,,
104,,1920,Person,1920-104,57.2,linens,,2.00705E+13,19200712,digitised,JA70003000,,1960797,572106.5322,5349.8508,,
104,,1920,Lightning,1920-104,364.8,linens,,2.00705E+13,19200720,digitised,JA70003000,,1960798,3648551.232,11063.8915,,
104,,1920,Lightning,1920-104,166.6,linens,,2.00705E+13,19200722,assumed_shape,JA70003000,,1960799,1666250.365,4922.6092,,
105,,1920,Lightning,1920-105,128.6,linens,,2.00705E+13,19200724,digitised,JA70003000,,1960800,1286856.912,5071.0018,,
106,,1920,Person,1920-106,59.5,linens,,2.00705E+13,19200813,digitised,JA70003000,,1960801,595421.1862,3978.791,,
91,,1919,Person,1919-91,762.1,linens,,2.00705E+13,19190819,digitised,JA70003000,,1960775,7621292.37,11083.0261,,
92,,1919,Lightning,1919-92,78.1,linens,,2.00705E+13,19190801,digitised,JA70003000,,1960776,781710.1155,4423.5909,,
92,,1919,Person,1919-92,1594.9,linens,,2.00705E+13,19190821,digitised,JA70003000,,1960777,15949372.05,17750.7037,,
92a,,1919,Lightning,1919-92a,126.4,linens,,2.00705E+13,19190909,digitised,JA70003000,,1960778,1264138.584,5336.9966,,
94,,1919,Person,1919-94,0.2,linens,,2.00705E+13,19190819,digitised,JA70003000,,1960779,2709.8782,205.5615,,
94,,1919,Person,1919-94,1693.7,linens,,2.00705E+13,19190819,digitised,JA70003000,,1960780,16937271.7,19581.7075,,
95,,1919,Person,1919-95,1022.5,linens,,2.00705E+13,19190812,digitised,JA70003000,,1960781,10225807.86,17011.8096,,
96,,1919,Person,1919-96,35.4,linens,,2.00705E+13,19190719,assumed_shape,JA70003000,,1960782,354702.0307,2500.0878,,
96,,1919,Lightning,1919-96,3096.8,linens,,2.00705E+13,19190819,assumed_shape,JA70003000,,1960783,30968317.14,25580.9737,,
97,,1919,Lightning,1919-97,125.5,linens,,2.00705E+13,19190726,digitised,JA70003000,,1960784,1255949.926,4196.0188,,
97,,1919,Person,1919-97,56.6,linens,,2.00705E+13,19190830,digitised,JA70003000,,1960785,566766.4657,3015.6412,,
99,,1919,Person,1919-99,28.2,linens,,2.00705E+13,19190728,assumed_shape,JA70003000,,1960786,282312.6941,2537.7175,,
99a,,1919,Person,1919-99a,161.3,linens,,2.00705E+13,19190823,digitised,JA70003000,,1960787,1613085.437,5299.0434,,
10,,1920,Person,Oct-20,151.4,linens,,2.00705E+13,19200512,assumed_shape,JA70003000,,1960788,1514319.105,5715.0959,,
138,,1920,Person,1920-138,125.1,linens,,2.00705E+13,19200513,assumed_shape,JA70003000,,1960837,1251874.735,4650.0783,,
14,,1920,Person,1920-14,296.1,linens,,2.00705E+13,19200707,digitised,JA70003000,,1960838,2961405.5,8930.2548,,
141,,1920,Lightning,1920-141,1127,linens,,2.00705E+13,19200802,assumed_shape,JA70003000,,1960839,11270027.24,15267.9666,,
145,,1920,Person,1920-145,75.8,linens,,2.00705E+13,19200708,digitised,JA70003000,,1960840,758296.146,4632.5716,,
145,,1920,Lightning,1920-145,21.8,linens,,2.00705E+13,19200803,digitised,JA70003000,,1960841,218802.4064,1728.8401,,
15,,1920,Person,1920-15,66.1,linens,,2.00705E+13,19200702,digitised,JA70003000,,1960842,661486.6456,3208.7696,,
15,,1920,Person,1920-15,31.7,linens,,2.00705E+13,19200512,assumed_shape,JA70003000,,1960843,317680.8759,2804.746,,
151,,1920,Lightning,1920-151,1354.4,linens,,2.00705E+13,19200729,digitised,JA70003000,,1960844,13544502.14,15508.9849,,
152,,1920,Person,1920-152,174.7,linens,,2.00705E+13,19200902,digitised,JA70003000,,1960845,1747969.943,5992.8624,,
155,,1920,Lightning,1920-155,43.4,linens,,2.00705E+13,19200708,digitised,JA70003000,,1960846,434415.3797,2582.7059,,
15a,,1920,Lightning,1920-15a,0.2,linens,,2.00705E+13,19200707,digitised,JA70003000,,1960847,2198.7248,252.8064,,
115a,,1920,Lightning,1920-115a,287.5,linens,,2.00705E+13,19200703,digitised,JA70003000,,1960813,2875030.732,6310.8869,,
116,,1920,Person,1920-116,678.2,linens,,2.00705E+13,19200703,digitised,JA70003000,,1960814,6782416.399,10617.156,,
117,,1920,Lightning,1920-117,1534.8,linens,,2.00705E+13,19200818,digitised,JA70003000,,1960815,15348493.68,19265.3739,,
118,,1920,Lightning,1920-118,25.6,linens,,2.00705E+13,19200810,digitised,JA70003000,,1960816,256265.0577,2004.6128,,
119b,,1920,Person,1920-119b,88.7,linens,,2.00705E+13,19200822,digitised,JA70003000,,1960817,887908.0619,4049.557,,
12,,1920,Person,Dec-20,28.1,linens,,2.00705E+13,19200613,digitised,JA70003000,,1960818,281091.0611,2336.6032,,
120,,1920,Lightning,1920-120,61.8,linens,,2.00705E+13,19200718,digitised,JA70003000,,1960819,618545.519,3445.6562,,
121,,1920,Person,1920-121,74.9,linens,,2.00705E+13,19200730,digitised,JA70003000,,1960820,749844.7397,3426.2129,,
121,,1920,Lightning,1920-121,1065.8,linens,,2.00705E+13,19200805,assumed_shape,JA70003000,,1960821,10658183.27,15052.0764,,
122,,1920,Lightning,1920-122,968.9,linens,,2.00705E+13,19200730,digitised,JA70003000,,1960822,9689678.533,12313.7999,,
127,,1920,Lightning,1920-127,179.2,linens,,2.00705E+13,19200708,digitised,JA70003000,,1960823,1792276.747,6073.564,,
127a,,1920,Person,1920-127a,30.8,linens,,2.00705E+13,19200813,digitised,JA70003000,,1960824,308383.5599,2595.6419,,
128,,1920,Person,1920-128,1499.7,linens,,2.00705E+13,19200809,digitised,JA70003000,,1960825,14997074.94,15499.9861,,
129,,1920,Lightning,1920-129,98.6,linens,,2.00705E+13,19200801,digitised,JA70003000,,1960826,986446.9605,3690.1871,,
12a,,1920,Person,1920-12a,421,linens,,2.00705E+13,19200618,digitised,JA70003000,,1960827,4210776.583,9930.4049,,
130,,1920,Lightning,1920-130,234.1,linens,,2.00705E+13,19200816,digitised,JA70003000,,1960828,2341969.345,6855.7105,,
131,,1920,Lightning,1920-131,66.9,linens,,2.00705E+13,19200813,digitised,JA70003000,,1960829,669648.412,3635.0885,,
132,,1920,Lightning,1920-132,290.5,linens,,2.00705E+13,19200729,digitised,JA70003000,,1960830,2905403.13,7076.534,,
133,,1920,Lightning,1920-133,360.2,linens,,2.00705E+13,19200815,digitised,JA70003000,,1960831,3602972.081,7951.3291,,
134,,1920,Lightning,1920-134,227.1,linens,,2.00705E+13,19200823,digitised,JA70003000,,1960832,2271244.477,6859.2609,,
135,,1920,Lightning,1920-135,115.7,linens,,2.00705E+13,19200811,digitised,JA70003000,,1960833,1157755.65,4679.535,,
136,,1920,Lightning,1920-136,444.4,linens,,2.00705E+13,19200817,digitised,JA70003000,,1960834,4444907.854,9449.9397,,
136,,1920,Lightning,1920-136,146.3,linens,,2.00705E+13,19200808,assumed_shape,JA70003000,,1960835,1463361.995,6740.8316,,
137,,1920,Lightning,1920-137,6.8,linens,,2.00705E+13,19200708,assumed_shape,JA70003000,,1960836,68905.0717,979.41,,
179,,1920,Lightning,1920-179,170.9,linens,,2.00705E+13,19200726,digitised,JA70003000,,1960864,1709379.341,5695.77,,
179,,1920,Lightning,1920-179,27.6,linens,,2.00705E+13,19200726,digitised,JA70003000,,1960865,276987.4515,2054.8259,,
18,,1920,Person,1920-18,30.3,linens,,2.00705E+13,19200514,digitised,JA70003000,,1960866,303260.1289,2709.3024,,
181,,1920,Person,1920-181,363.2,linens,,2.00705E+13,19200807,assumed_shape,JA70003000,,1960867,3632892.598,9668.002,,
190,,1920,Person,1920-190,603.6,linens,,2.00705E+13,19200806,assumed_shape,JA70003000,,1960878,6036828.083,10084.6055,,
197,,1920,Person,1920-197,71.4,linens,,2.00705E+13,19200710,assumed_shape,JA70003000,,1960879,714745.3769,3964.5177,,
198,,1920,Person,1920-198,24.1,linens,,2.00705E+13,19200703,assumed_shape,JA70003000,,1960880,241609.7581,1744.6743,,
19a,,1920,Person,1920-19a,118,linens,,2.00705E+13,19200602,digitised,JA70003000,,1960881,1180563.269,5057.8176,,
2,,1920,Person,Feb-20,103.9,linens,,2.00705E+13,19200602,digitised,JA70003000,,1960882,1039412.211,4250.1026,,
2,,1920,Person,Feb-20,37.6,linens,,2.00705E+13,19200607,digitised,JA70003000,,1960883,376213.3989,3453.9612,,
20,,1920,Person,1920-20,108.5,linens,,2.00705E+13,19200512,digitised,JA70003000,,1960884,1085871.433,5844.2009,,
20,,1920,Lightning,1920-20,257.6,linens,,2.00705E+13,19200629,assumed_shape,JA70003000,,1960885,2576724.985,5754.8615,,
200,,1920,Lightning,1920-200,522.9,linens,,2.00705E+13,19200729,digitised,JA70003000,,1960886,5229007.556,9117.0704,,
201,,1920,Lightning,1920-201,140.3,linens,,2.00705E+13,19200729,digitised,JA70003000,,1960887,1403169.916,5173.2358,,
183,,1920,Lightning,1920-183,1682.8,linens,,2.00705E+13,19200728,assumed_shape,JA70003000,,1960868,16828876.72,17411.1348,,
184,,1920,Person,1920-184,19.9,linens,,2.00705E+13,19200905,digitised,JA70003000,,1960869,199237.7348,1658.8605,,
186,,1920,Lightning,1920-186,1427.5,linens,,2.00705E+13,19200802,assumed_shape,JA70003000,,1960870,14275821.86,15821.8764,,
187,,1920,Lightning,1920-187,568.3,linens,,2.00705E+13,19200816,assumed_shape,JA70003000,,1960871,5683797.93,10363.869,,
188,,1920,Person,1920-188,127,linens,,2.00705E+13,19200805,digitised,JA70003000,,1960872,1270051.182,5553.1733,,
188,,1920,Lightning,1920-188,111.6,linens,,2.00705E+13,19200903,assumed_shape,JA70003000,,1960873,1116952.443,3763.2403,,
189,,1920,Person,1920-189,449.1,linens,,2.00705E+13,19200804,digitised,JA70003000,,1960874,4491798.502,13035.3638,,
189,,1920,Lightning,1920-189,198.7,linens,,2.00705E+13,19200802,digitised,JA70003000,,1960875,1987139.769,6948.1315,,
18a,,1920,Person,1920-18a,31,linens,,2.00705E+13,19200601,assumed_shape,JA70003000,,1960876,310883.5541,2012.2303,,
19,,1920,Person,1920-19,17.1,linens,,2.00705E+13,19200703,digitised,JA70003000,,1960877,171210.7283,1617.2499,,
15a,,1920,Lightning,1920-15a,429.6,linens,,2.00705E+13,19200707,digitised,JA70003000,,1960848,4296678.736,17763.5252,,
160,,1920,Lightning,1920-160,272.5,linens,,2.00705E+13,19200821,digitised,JA70003000,,1960849,2725371.489,7594.4553,,
163,,1920,Person,1920-163,322.2,linens,,2.00705E+13,19200715,assumed_shape,JA70003000,,1960850,3222373.988,7824.0063,,
16a,,1920,Person,1920-16a,119.8,linens,,2.00705E+13,19200707,digitised,JA70003000,,1960851,1198602.019,5860.3754,,
17,,1920,Person,1920-17,107.1,linens,,2.00705E+13,19200711,digitised,JA70003000,,1960852,1071260.059,5167.4759,,
170,,1920,Lightning,1920-170,165.3,linens,,2.00705E+13,19200813,digitised,JA70003000,,1960853,1653609.703,5911.07,,
171,,1920,Lightning,1920-171,120.6,linens,,2.00705E+13,19200731,digitised,JA70003000,,1960854,1206642.829,8336.1832,,
172,,1920,Lightning,1920-172,43.4,linens,,2.00705E+13,19200805,digitised,JA70003000,,1960855,434895.4352,2531.4007,,
173,,1920,Lightning,1920-173,51.6,linens,,2.00705E+13,19200731,digitised,JA70003000,,1960856,516144.7829,2990.6609,,
174,,1920,Lightning,1920-174,639.6,linens,,2.00705E+13,19200823,digitised,JA70003000,,1960857,6396043.886,9953.0211,,
175,,1920,Lightning,1920-175,478.4,linens,,2.00705E+13,19200729,assumed_shape,JA70003000,,1960858,4784146.926,7916.5077,,
176,,1920,Lightning,1920-176,289.8,linens,,2.00705E+13,19200727,digitised,JA70003000,,1960859,2898411.557,11842.8302,,
178,,1920,Lightning,1920-178,55.6,linens,,2.00705E+13,19200802,digitised,JA70003000,,1960860,556751.1876,5554.5402,,
179,,1920,Lightning,1920-179,134.7,linens,,2.00705E+13,19200726,digitised,JA70003000,,1960861,1347952.673,5247.2677,,
179,,1920,Lightning,1920-179,88.4,linens,,2.00705E+13,19200726,digitised,JA70003000,,1960862,884378.8098,3863.7483,,
179,,1920,Lightning,1920-179,74.6,linens,,2.00705E+13,19200726,digitised,JA70003000,,1960863,746296.8999,3450.11,,
256,,1920,Person,1920-256,619.1,linens,,2.00705E+13,19200801,assumed_shape,JA70003000,,1960914,6191292.378,13040.3418,,
258,,1920,Person,1920-258,109.2,linens,,2.00705E+13,19200813,assumed_shape,JA70003000,,1960915,1092661.34,5284.7778,,
25a,,1920,Person,1920-25a,546.8,linens,,2.00705E+13,19200620,digitised,JA70003000,,1960916,5468229.387,11619.6732,,
25b,,1920,Person,1920-25b,103.7,linens,,2.00705E+13,19200715,digitised,JA70003000,,1960917,1037952.825,4714.0162,,
26,,1920,Person,1920-26,27.5,linens,,2.00705E+13,19200515,digitised,JA70003000,,1960918,275886.7224,2093.3869,,
260,,1920,Person,1920-260,30.6,linens,,2.00705E+13,19200811,assumed_shape,JA70003000,,1960919,306423.0384,2140.0653,,
261,,1920,Person,1920-261,142.6,linens,,2.00705E+13,19200803,assumed_shape,JA70003000,,1960920,1426962.75,5129.7728,,
262,,1920,Person,1920-262,34.2,linens,,2.00705E+13,19200801,assumed_shape,JA70003000,,1960921,342682.8962,2914.8596,,
266,,1920,Person,1920-266,406.6,linens,,2.00705E+13,19200806,assumed_shape,JA70003000,,1960922,4066700.056,7771.6377,,
267,,1920,Person,1920-267,60.7,linens,,2.00705E+13,19200819,digitised,JA70003000,,1960923,607781.5912,2886.5539,,
268b,,1920,Person,1920-268b,73.1,linens,,2.00705E+13,19200814,assumed_shape,JA70003000,,1960924,731059.8227,3574.5391,,
269,,1920,Person,1920-269,114,linens,,2.00705E+13,19200815,digitised,JA70003000,,1960925,1140860.284,4451.12,,
202,,1920,Lightning,1920-202,89.7,linens,,2.00705E+13,19200713,digitised,JA70003000,,1960888,897812.2054,4023.158,,
203,,1920,Lightning,1920-203,25.8,linens,,2.00705E+13,19200906,assumed_shape,JA70003000,,1960889,258535.139,1807.813,,
206,,1920,Lightning,1920-206,99.7,linens,,2.00705E+13,19200712,digitised,JA70003000,,1960890,997501.4492,5557.1815,,
207,,1920,Person,1920-207,148.6,linens,,2.00705E+13,19200804,assumed_shape,JA70003000,,1960891,1486368.7,5622.8808,,
209,,1920,Person,1920-209,244.5,linens,,2.00705E+13,19200809,digitised,JA70003000,,1960892,2445021.742,9091.7345,,
20c,,1920,Person,1920-20c,55.2,linens,,2.00705E+13,19200602,digitised,JA70003000,,1960893,552617.3302,2913.9713,,
210,,1920,Person,1920-210,314.5,linens,,2.00705E+13,19200809,digitised,JA70003000,,1960894,3145546.853,9798.111,,
210,,1920,Lightning,1920-210,887,linens,,2.00705E+13,19200731,digitised,JA70003000,,1960895,8870823.873,12543.6315,,
214,,1920,Lightning,1920-214,181.9,linens,,2.00705E+13,19200730,digitised,JA70003000,,1960896,1819013.561,6012.2702,,
215,,1920,Person,1920-215,418.5,linens,,2.00705E+13,19200807,digitised,JA70003000,,1960897,4185198.912,10887.3611,,
